Offspring.ID,Loci.typed,Candidate.mother.ID,Loci.typed.1,Pair.loci.compared,Pair.loci.mismatching,Pair.LOD.score,Pair.Delta,Pair.confidence,Candidate.father.ID,Loci.typed.2,Pair.loci.compared.1,Pair.loci.mismatching.1,Pair.LOD.score.1,Pair.Delta.1,Pair.confidence.1,Trio.loci.compared,Trio.loci.mismatching,Trio.LOD.score,Trio.Delta,Trio.confidence,expt,tank,SpawnType,rep
Tank1_1,67,YJ55_1,67,60,0,10.4,10.4,*,YC98_2,72,65,0,5.59,5.59,*,65,0,20.8,20.8,*,1,1,factorial,1
Tank1_9,67,YG47_1,64,60,0,8.56,8.56,*,YC98_2,72,65,0,7.95,7.95,*,65,0,22.3,20.8,*,1,1,factorial,1
Tank1_17,66,YG47_1,64,59,0,9.97,9.97,*,YC98_2,72,64,0,4.66,4.66,*,64,0,20.6,20.6,*,1,1,factorial,1
Tank1_25,65,YG47_1,64,58,2,1.27,1.27,*,YA28_2,74,65,0,9.31,9.31,*,65,2,15.2,15.2,*,1,1,factorial,1
Tank1_33,66,YG47_1,64,59,0,8.01,8.01,*,YC98_2,72,64,0,5.93,5.93,*,64,0,18.8,14.8,*,1,1,factorial,1
Tank1_41,67,YJ55_1,67,60,2,0.213,0.213,*,YA28_2,74,67,0,12.7,12.7,*,67,2,15.7,15.7,*,1,1,factorial,1
Tank1_49,67,YG66_1,67,60,1,7.29,7.29,*,YC98_2,72,65,0,9.66,9.66,*,65,1,19.1,15.1,*,1,1,factorial,1
Tank1_57,67,YG47_1,64,60,0,10.2,10.2,*,YC98_2,72,65,0,7.17,7.17,*,65,0,23,23,*,1,1,factorial,1
Tank1_65,67,YG66_1,67,60,1,6.69,6.69,*,YC98_2,72,65,0,9.64,9.64,*,65,1,18.5,16.7,*,1,1,factorial,1
Tank1_73,67,YG66_1,67,60,1,0.44,0.44,*,YA28_2,74,67,0,9.98,9.98,*,67,1,17.8,15.9,*,1,1,factorial,1
Tank1_81,66,YJ55_1,67,60,0,10.4,10.4,*,YC98_2,72,64,0,7.27,7.27,*,64,0,23.3,23.3,*,1,1,factorial,1
Tank1_89,67,YG66_1,67,60,2,-3.51,0,,YA28_2,74,67,0,8.16,8.16,*,67,2,12.5,12.5,*,1,1,factorial,1
Tank1_2,65,YG47_1,64,58,0,10.4,10.4,*,YC98_2,72,63,0,7.3,7.3,*,63,0,23.8,23.8,*,1,1,factorial,1
Tank1_10,67,YJ55_1,67,60,0,12.4,12.4,*,YA28_2,74,67,0,12.1,12.1,*,67,0,29.8,29.8,*,1,1,factorial,1
Tank1_18,58,YG47_1,64,54,1,4.42,4.42,*,YA66_2,68,52,0,6.6,6.6,*,58,1,15.7,15.7,*,1,1,factorial,1
Tank1_26,67,YJ55_1,67,60,1,6.9,6.9,*,YA28_2,74,67,0,12.8,12.8,*,67,1,24.5,24.5,*,1,1,factorial,1
Tank1_34,67,YG47_1,64,60,1,6.51,6.51,*,YC98_2,72,65,1,1.55,1.55,*,65,1,16.8,16.8,*,1,1,factorial,1
Tank1_42,66,YG47_1,64,59,0,8.42,8.42,*,YC98_2,72,64,0,7.81,7.81,*,64,0,22.2,22.1,*,1,1,factorial,1
Tank1_50,67,YG47_1,64,60,1,3.07,3.07,*,YC98_2,72,65,1,-0.0994,0,,65,1,13.3,13.3,*,1,1,factorial,1
Tank1_58,67,YJ55_1,67,60,0,10.3,10.3,*,YA66_2,68,61,0,14.7,14.7,*,67,0,27.6,22.2,*,1,1,factorial,1
Tank1_66,67,YJ55_1,67,60,1,5.17,5.17,*,YA66_2,68,61,0,8.73,8.73,*,67,1,15.9,15.9,*,1,1,factorial,1
Tank1_74,67,YG66_1,67,60,1,7.4,7.4,*,YA66_2,68,61,0,8.88,8.88,*,67,1,18.9,13.9,*,1,1,factorial,1
Tank1_82,67,YG66_1,67,60,1,4.62,4.62,*,YA28_2,74,67,0,10.8,10.8,*,67,1,22.9,22.9,*,1,1,factorial,1
Tank1_90,67,YG66_1,67,60,1,6.08,6.08,*,YA66_2,68,61,0,9.16,9.16,*,67,1,16.9,11.5,*,1,1,factorial,1
Tank1_3,67,YG66_1,67,60,2,0.694,0.694,*,YA66_2,68,61,0,12.5,12.5,*,67,2,16.4,16.4,*,1,1,factorial,1
Tank1_11,66,YG66_1,67,59,1,6.98,6.98,*,YA66_2,68,60,0,10.6,10.6,*,66,1,19.9,19.9,*,1,1,factorial,1
Tank1_19,66,YG47_1,64,59,0,7.23,7.23,*,YC98_2,72,64,0,4.74,4.74,*,64,0,16.5,10.6,*,1,1,factorial,1
Tank1_27,67,YG66_1,67,60,1,6.71,6.71,*,YC98_2,72,65,0,8.58,8.58,*,65,1,17.9,17.9,*,1,1,factorial,1
Tank1_35,66,YG47_1,64,59,1,3.66,3.66,*,YC98_2,72,64,1,1.52,1.52,*,64,1,14.1,14.1,*,1,1,factorial,1
Tank1_43,67,YG66_1,67,60,1,8.29,8.29,*,YC98_2,72,65,0,9.95,9.95,*,65,1,20.9,20.9,*,1,1,factorial,1
Tank1_51,67,YG66_1,67,60,0,4.99,4.99,*,YA28_2,74,67,0,11.5,11.5,*,67,0,23.8,21.1,*,1,1,factorial,1
Tank1_59,67,YJ55_1,67,60,1,5.83,5.83,*,YA66_2,68,61,0,12.1,12.1,*,67,1,20.4,17,*,1,1,factorial,1
Tank1_67,67,YG66_1,67,60,2,1.27,1.27,*,YA66_2,68,61,1,4.56,4.56,*,67,3,9.91,9.91,*,1,1,factorial,1
Tank1_75,67,YG47_1,64,60,0,9.07,9.07,*,YA66_2,68,61,0,7.64,7.64,*,67,0,22.6,22.6,*,1,1,factorial,1
Tank1_83,67,YJ55_1,67,60,2,4.21,4.21,*,YA66_2,68,61,0,14.9,14.9,*,67,2,22.2,22.2,*,1,1,factorial,1
Tank1_91,66,YG47_1,64,59,1,5.31,5.31,*,YA66_2,68,60,1,3.94,2.75,*,66,2,11.7,6.34,*,1,1,factorial,1
Tank1_4,58,YG47_1,64,54,1,2.49,2.49,*,YA28_2,74,58,0,7.32,7.21,*,58,1,16.8,16.8,*,1,1,factorial,1
Tank1_12,67,YG66_1,67,60,1,6.17,6.17,*,YC98_2,72,65,1,7.5,7.5,*,65,2,15.6,15,*,1,1,factorial,1
Tank1_20,67,YJ55_1,67,60,1,6.18,6.18,*,YC98_2,72,65,1,1.49,0,,65,1,16.5,12.3,*,1,1,factorial,1
Tank1_28,67,YG66_1,67,60,2,2.36,2.36,*,YA66_2,68,61,0,11.6,8.58,*,67,2,16.1,10.9,*,1,1,factorial,1
Tank1_36,67,YG66_1,67,60,2,-0.842,0,,YA66_2,68,61,0,12.4,12.4,*,67,2,15.4,11.1,*,1,1,factorial,1
Tank1_52,65,YG47_1,64,58,0,10.1,10.1,*,YC98_2,72,63,0,5.34,5.34,*,63,0,21.1,20.7,*,1,1,factorial,1
Tank1_60,67,YG47_1,64,60,0,7.02,7.02,*,YA28_2,74,67,0,6.6,6.6,*,67,0,19.5,19.5,*,1,1,factorial,1
Tank1_68,66,YG47_1,64,59,0,6.97,6.97,*,YC98_2,72,64,0,4.41,4.41,*,64,0,16.6,16.6,*,1,1,factorial,1
Tank1_76,65,YJ55_1,67,59,0,11.2,11.2,*,YA28_2,74,65,0,11.8,11.8,*,65,0,27.3,27.3,*,1,1,factorial,1
Tank1_84,67,YG47_1,64,60,1,2.5,2.09,*,YA28_2,74,67,0,8.09,5.94,*,67,1,17.8,17.8,*,1,1,factorial,1
Tank1_5,67,YG47_1,64,60,0,10.1,10.1,*,YC98_2,72,65,0,5.43,5.43,*,65,0,21.4,19.9,*,1,1,factorial,1
Tank1_13,67,YG47_1,64,60,1,5.35,5.35,*,YA66_2,68,61,1,6.11,6.11,*,67,2,15,15,*,1,1,factorial,1
Tank1_21,67,YG66_1,67,60,1,5.51,5.51,*,YC98_2,72,65,1,7.68,7.68,*,65,2,15.2,15.2,*,1,1,factorial,1
Tank1_29,54,YJ55_1,67,48,1,5.4,5.4,*,YA66_2,68,49,0,7.33,7.33,*,54,1,14.6,14.6,*,1,1,factorial,1
Tank1_37,67,YG47_1,64,60,0,9.93,9.93,*,YC98_2,72,65,0,3.95,3.95,*,65,0,20.2,20.2,*,1,1,factorial,1
Tank1_45,67,YJ55_1,67,60,1,10.1,10.1,*,YA28_2,74,67,0,11.6,11.6,*,67,1,25.4,25.4,*,1,1,factorial,1
Tank1_53,67,YG66_1,67,60,0,7.13,7.13,*,YA28_2,74,67,0,10.7,10.7,*,67,0,24.5,22.8,*,1,1,factorial,1
Tank1_61,67,YG47_1,64,60,2,-0.798,0,,YA28_2,74,67,0,10.6,10.6,*,67,2,16,15.6,*,1,1,factorial,1
Tank1_69,67,YG66_1,67,60,1,9.15,9.15,*,YC98_2,72,65,0,8.79,8.79,*,65,1,20.4,20.4,*,1,1,factorial,1
Tank1_77,67,YG66_1,67,60,2,2.19,2.19,*,YA66_2,68,61,0,12.1,12.1,*,67,2,15.7,15.7,*,1,1,factorial,1
Tank1_85,67,YG66_1,67,60,1,1.48,0.104,*,YA28_2,74,67,0,11.3,11.3,*,67,1,20.1,15.4,*,1,1,factorial,1
Tank1_6,55,YJ55_1,67,49,0,7.31,5.19,*,YC98_2,72,53,1,4.03,4.03,*,53,1,15.1,8.63,*,1,1,factorial,1
Tank1_14,66,YJ55_1,67,60,0,10.6,10.6,*,YC98_2,72,64,0,4.4,4.4,*,64,0,19.3,16.8,*,1,1,factorial,1
Tank1_22,67,YJ55_1,67,60,1,5.23,5.23,*,YA28_2,74,67,0,16.5,16.5,*,67,1,26.2,23.2,*,1,1,factorial,1
Tank1_30,56,YG66_1,67,49,1,2.48,2.48,*,YA66_2,68,51,1,4.65,4.65,*,56,2,9.57,9.57,*,1,1,factorial,1
Tank1_38,66,YG47_1,64,59,0,5.14,5.14,*,YC98_2,72,64,0,6.13,6.13,*,64,0,16.9,16.9,*,1,1,factorial,1
Tank1_46,67,YG66_1,67,60,2,2.26,2.26,*,YA66_2,68,61,1,6.07,6.07,*,67,3,10.8,10.8,*,1,1,factorial,1
Tank1_54,50,YG66_1,67,44,1,-1.15,0,,YA66_2,68,44,0,5.09,4.62,*,50,1,8.23,6.24,*,1,1,factorial,1
Tank1_62,67,YJ55_1,67,60,2,2.26,2.26,*,YA66_2,68,61,0,13.8,13.8,*,67,2,19.6,19.6,*,1,1,factorial,1
Tank1_70,66,YG47_1,64,59,1,3,3,*,YC98_2,72,64,1,3.09,3.09,*,64,1,13.7,10.3,*,1,1,factorial,1
Tank1_78,67,YG66_1,67,60,2,2.92,2.92,*,YA66_2,68,61,0,11.8,11.8,*,67,2,17.3,12.2,*,1,1,factorial,1
Tank1_86,67,YG47_1,64,60,0,8.17,8.17,*,YC98_2,72,65,0,5.92,5.92,*,65,0,20.6,20.6,*,1,1,factorial,1
Tank1_7,65,YJ55_1,67,59,1,7.46,7.46,*,YA66_2,68,59,0,12.4,12.4,*,65,1,22.8,22.8,*,1,1,factorial,1
Tank1_15,67,YG66_1,67,60,2,-1.21,0,,YA28_2,74,67,0,11.7,11.7,*,67,2,18.5,13.3,*,1,1,factorial,1
Tank1_23,67,YG66_1,67,60,1,7.98,7.98,*,YC98_2,72,65,0,9.67,9.67,*,65,1,20.1,20.1,*,1,1,factorial,1
Tank1_31,67,YG66_1,67,60,2,1.64,1.64,*,YA66_2,68,61,1,7.88,7.88,*,67,3,10.9,10.9,*,1,1,factorial,1
Tank1_39,67,YJ55_1,67,60,1,4.71,4.22,*,YA66_2,68,61,0,9.93,9.93,*,67,1,18.5,18.5,*,1,1,factorial,1
Tank1_47,67,YG66_1,67,60,1,5.35,5.35,*,YC98_2,72,65,1,5.99,5.99,*,65,2,13,13,*,1,1,factorial,1
Tank1_55,67,YG66_1,67,60,2,-2.74,0,,YA28_2,74,67,0,9.14,9.14,*,67,2,14,9.74,*,1,1,factorial,1
Tank1_63,67,YG66_1,67,60,2,-1.13,0,,YA66_2,68,61,0,13.2,13.2,*,67,2,14.4,8.49,*,1,1,factorial,1
Tank1_71,66,YJ55_1,67,60,1,7.67,7.67,*,YA28_2,74,66,0,10.6,10.6,*,66,1,22.8,22.8,*,1,1,factorial,1
Tank1_79,66,YJ55_1,67,60,1,5.87,5.87,*,YA28_2,74,66,0,11.6,11.6,*,66,1,20.5,20.5,*,1,1,factorial,1
Tank1_87,67,YJ55_1,67,60,2,4.78,4.78,*,YA66_2,68,61,0,12.9,12.9,*,67,2,20.5,20.5,*,1,1,factorial,1
Tank1_8,67,YG66_1,67,60,1,3.37,3.37,*,YA28_2,74,67,0,7.72,7.72,*,67,1,17.6,17.6,*,1,1,factorial,1
Tank1_16,67,YG47_1,64,60,1,6.28,6.28,*,YA66_2,68,61,0,7.95,7.95,*,67,1,18,12.2,*,1,1,factorial,1
Tank1_24,66,YJ55_1,67,60,0,9.53,9.53,*,YC98_2,72,64,0,6.99,6.99,*,64,0,22.1,22.1,*,1,1,factorial,1
Tank1_32,67,YG47_1,64,60,1,1.96,1.96,*,YA28_2,74,67,0,7.78,7.78,*,67,1,15.6,15.6,*,1,1,factorial,1
Tank1_40,67,YG66_1,67,60,1,5.32,5.32,*,YA28_2,74,67,0,6.32,6.32,*,67,1,18.8,18.8,*,1,1,factorial,1
Tank1_48,67,YJ55_1,67,60,1,9.31,9.31,*,YA66_2,68,61,0,14.4,14.4,*,67,1,27.7,27.7,*,1,1,factorial,1
Tank1_56,67,YG66_1,67,60,1,8.14,8.14,*,YC98_2,72,65,0,10.3,10.3,*,65,1,21.2,21.2,*,1,1,factorial,1
Tank1_64,67,YJ55_1,67,60,1,7.58,7.58,*,YA66_2,68,61,0,12.3,12.3,*,67,1,22,22,*,1,1,factorial,1
Tank1_72,67,YG66_1,67,60,0,7.28,7.28,*,YA28_2,74,67,0,12.9,12.9,*,67,0,25.5,21.9,*,1,1,factorial,1
Tank1_80,64,YJ55_1,67,57,2,0.601,0.601,*,YA66_2,68,58,0,12.1,12.1,*,64,2,14.6,14.6,*,1,1,factorial,1
Tank1_88,63,YG66_1,67,56,1,7.42,7.42,*,YC98_2,72,61,0,10.8,10.8,*,61,1,19.7,19.7,*,1,1,factorial,1
Tank10_1,73,OC33_1,73,72,0,9.75,9.75,*,YA97_2,72,71,0,12.5,12.5,*,73,0,27.7,17.1,*,1,10,factorial,10
Tank10_9,74,OC33_1,73,73,0,10,10,*,YA98_2,70,70,0,11.6,11.6,*,73,0,26.8,23.7,*,1,10,factorial,10
Tank10_17,74,OC33_1,73,73,0,8.45,7.34,*,YA97_2,72,72,1,8.4,8.4,*,74,1,23.7,20,*,1,10,factorial,10
Tank10_25,73,OD11_1,71,71,0,9.13,9.13,*,YA55_2,68,67,0,9.01,9.01,*,73,1,19.2,19.2,*,1,10,factorial,10
Tank10_33,74,OC33_1,73,73,0,11.1,11.1,*,YA98_2,70,70,0,13.6,13.6,*,73,0,29.1,29.1,*,1,10,factorial,10
Tank10_41,73,OA62_1,71,70,0,8.5,3.26,*,YA98_2,70,69,0,11.9,11.9,*,72,0,23.9,11.6,*,1,10,factorial,10
Tank10_49,73,OC33_1,73,72,0,4.61,4.61,*,YA55_2,68,68,0,11.4,11.4,*,72,0,23.1,23.1,*,1,10,factorial,10
Tank10_57,73,OC33_1,73,72,0,10.3,10.3,*,YA97_2,72,71,1,3.38,3.38,*,73,1,19.8,19.8,*,1,10,factorial,10
Tank10_65,74,OC33_1,73,73,0,13.8,13.8,*,YA98_2,70,70,1,6.14,6.14,*,73,1,21.8,21.8,*,1,10,factorial,10
Tank10_73,73,OC33_1,73,72,0,4.78,4.78,*,YA55_2,68,68,0,9.91,9.91,*,72,0,21.2,21.2,*,1,10,factorial,10
Tank10_81,73,OC33_1,73,72,0,9.71,9.71,*,YA55_2,68,68,0,9.85,9.85,*,72,0,25.5,25.5,*,1,10,factorial,10
Tank10_89,74,OD11_1,71,71,0,11,11,*,YA98_2,70,70,0,9.66,9.66,*,73,0,24.8,24.8,*,1,10,factorial,10
Tank10_2,74,OC33_1,73,73,0,7.23,6.31,*,YA55_2,68,68,0,8.02,8.02,*,73,0,20.9,20.9,*,1,10,factorial,10
Tank10_10,74,OC33_1,73,73,0,8.12,8.12,*,YA55_2,68,68,0,11.6,11.6,*,73,0,26.2,26.2,*,1,10,factorial,10
Tank10_18,74,OC33_1,73,73,0,7.69,7.69,*,YA97_2,72,72,1,7.81,7.81,*,74,1,20.8,20.8,*,1,10,factorial,10
Tank10_26,74,OD11_1,71,71,0,11.4,11.4,*,YA98_2,70,70,1,7.39,7.39,*,73,1,21.2,13.9,*,1,10,factorial,10
Tank10_34,74,OC33_1,73,73,0,7.85,7.85,*,YA55_2,68,68,0,9.99,9.99,*,73,0,24.5,24.5,*,1,10,factorial,10
Tank10_42,74,OA62_1,71,71,1,6.21,6.21,*,YA97_2,72,72,0,10.1,10.1,*,73,1,21.6,21.6,*,1,10,factorial,10
Tank10_50,73,OC33_1,73,72,0,7.02,7.02,*,YA97_2,72,71,0,6.76,6.76,*,73,0,20.7,20.7,*,1,10,factorial,10
Tank10_58,74,OC33_1,73,73,0,11.5,11.5,*,YA98_2,70,70,0,10.5,10.5,*,73,0,26.9,26.9,*,1,10,factorial,10
Tank10_66,74,OC33_1,73,73,0,9.02,9.02,*,YA98_2,70,70,0,11.1,11.1,*,73,0,24.1,24.1,*,1,10,factorial,10
Tank10_74,73,OD11_1,71,70,0,12.6,12.6,*,YA55_2,68,68,0,12.8,12.8,*,73,1,27.2,26.3,*,1,10,factorial,10
Tank10_82,74,OA62_1,71,71,0,10.9,10.9,*,YA97_2,72,72,0,12.8,12.8,*,73,0,30,20.7,*,1,10,factorial,10
Tank10_90,74,OA62_1,71,71,0,12.5,12.5,*,YA97_2,72,72,1,7.68,7.68,*,73,1,25.5,20.1,*,1,10,factorial,10
Tank10_3,74,OD11_1,71,71,0,8.49,8.49,*,YA97_2,72,72,0,13.9,10,*,73,0,28.7,21.9,*,1,10,factorial,10
Tank10_11,74,OA62_1,71,71,0,10.6,10.6,*,YA97_2,72,72,1,7.42,7.42,*,73,1,25.7,25.7,*,1,10,factorial,10
Tank10_19,73,OC33_1,73,72,0,10.2,10.2,*,YA97_2,72,71,1,7.01,7.01,*,73,1,23.8,15.1,*,1,10,factorial,10
Tank10_27,73,OC33_1,73,72,0,9.39,9.39,*,YA98_2,70,69,1,7.47,7.47,*,72,1,20.2,20.2,*,1,10,factorial,10
Tank10_35,74,OC33_1,73,73,0,11.8,11.8,*,YA97_2,72,72,1,7.77,7.77,*,74,1,25.7,24.5,*,1,10,factorial,10
Tank10_43,74,OC33_1,73,73,0,7.06,7.06,*,YA97_2,72,72,1,6.34,6.34,*,74,1,19.6,19.6,*,1,10,factorial,10
Tank10_51,74,OD11_1,71,71,0,9.01,9.01,*,YA98_2,70,70,0,11.3,11.3,*,73,0,24.6,24.2,*,1,10,factorial,10
Tank10_59,74,OC33_1,73,73,0,11.7,11.7,*,YA98_2,70,70,1,7.38,7.38,*,73,1,23.8,23.3,*,1,10,factorial,10
Tank10_67,74,OC33_1,73,73,0,8.63,8.63,*,YA55_2,68,68,0,8.87,8.87,*,73,0,23.4,23.4,*,1,10,factorial,10
Tank10_75,74,OD11_1,71,71,0,12.5,12.5,*,YA55_2,68,68,0,9.37,9.37,*,74,1,22.3,22.3,*,1,10,factorial,10
Tank10_83,74,OC33_1,73,73,0,7.56,7.56,*,YA55_2,68,68,0,10.2,10.2,*,73,0,24.8,24.8,*,1,10,factorial,10
Tank10_91,66,OC33_1,73,65,0,10.3,10.3,*,YA98_2,70,65,0,7.95,7.95,*,65,0,23.3,23.3,*,1,10,factorial,10
Tank10_4,74,OD11_1,71,71,0,11.5,11.1,*,YA55_2,68,68,0,11.3,11.3,*,74,1,24.4,18.2,*,1,10,factorial,10
Tank10_12,74,OA62_1,71,71,1,5.41,5.41,*,YA97_2,72,72,0,14.6,14.6,*,73,1,26.1,22.5,*,1,10,factorial,10
Tank10_20,73,OC33_1,73,72,0,8.73,8.73,*,YA97_2,72,71,0,12.8,12.8,*,73,0,26.4,26.3,*,1,10,factorial,10
Tank10_28,73,OC33_1,73,72,0,5.94,5.94,*,YA97_2,72,71,1,6.22,6.22,*,73,1,18,17.7,*,1,10,factorial,10
Tank10_36,74,OA62_1,71,71,0,11,11,*,YA97_2,72,72,0,10.5,10.5,*,73,0,28,18.7,*,1,10,factorial,10
Tank10_44,73,OD11_1,71,70,0,14.9,14.9,*,YA98_2,70,70,1,5.86,5.86,*,72,1,23.5,21.6,*,1,10,factorial,10
Tank10_52,74,OC33_1,73,73,0,10.8,10.8,*,YA98_2,70,70,0,13.2,13.2,*,73,0,28.1,28.1,*,1,10,factorial,10
Tank10_60,74,OA62_1,71,71,1,4.26,4.26,*,YA97_2,72,72,0,12.3,12.3,*,73,1,21.8,21.8,*,1,10,factorial,10
Tank10_68,73,OD11_1,71,70,0,8.23,8.23,*,YA97_2,72,71,0,11.5,11.5,*,72,0,24,21.9,*,1,10,factorial,10
Tank10_76,74,OC33_1,73,73,0,12.6,12.6,*,YA97_2,72,72,1,2.82,2.82,*,74,1,21.3,21.3,*,1,10,factorial,10
Tank10_84,73,OA62_1,71,70,0,10.3,10.3,*,YA55_2,68,67,0,8.5,8.5,*,73,1,20.8,20.8,*,1,10,factorial,10
Tank10_5,74,OC33_1,73,73,0,12.3,12.3,*,YA98_2,70,70,0,11.9,11.9,*,73,0,28.6,25.9,*,1,10,factorial,10
Tank10_13,74,OC33_1,73,73,0,13.4,13.4,*,YA98_2,70,70,1,10.4,10.4,*,73,1,27,27,*,1,10,factorial,10
Tank10_21,74,OA62_1,71,71,1,3.47,3.47,*,YA97_2,72,72,1,9.96,9.96,*,73,2,21.1,21.1,*,1,10,factorial,10
Tank10_29,74,OA62_1,71,71,1,4.83,4.83,*,YA98_2,70,70,1,9.12,9.12,*,73,2,18,18,*,1,10,factorial,10
Tank10_37,73,OA62_1,71,70,0,9.68,9.68,*,YA97_2,72,71,0,10.5,10.5,*,72,0,24.9,21.2,*,1,10,factorial,10
Tank10_45,74,OD11_1,71,71,0,11.6,11.6,*,YA98_2,70,70,1,5.01,5.01,*,73,1,17.4,16.8,*,1,10,factorial,10
Tank10_53,72,OA62_1,71,69,0,9.14,9.14,*,YA97_2,72,70,1,8.28,8.28,*,71,1,21.8,16.3,*,1,10,factorial,10
Tank10_61,74,OC33_1,73,73,0,11.8,11.8,*,YA98_2,70,70,0,11.4,10.2,*,73,0,28,24.5,*,1,10,factorial,10
Tank10_69,74,OC33_1,73,73,0,10.6,9.21,*,YA98_2,70,70,1,7.62,5.94,*,73,1,22,16.2,*,1,10,factorial,10
Tank10_77,74,OC33_1,73,73,0,10.7,10.7,*,YA55_2,68,68,0,7.89,7.89,*,73,0,25.4,25.4,*,1,10,factorial,10
Tank10_85,74,OD11_1,71,71,0,12.4,12.4,*,YA98_2,70,70,1,6.36,6.36,*,73,1,22.6,22.6,*,1,10,factorial,10
Tank10_6,74,OC33_1,73,73,0,12.5,12.5,*,YA98_2,70,70,1,6.13,6.13,*,73,1,22,22,*,1,10,factorial,10
Tank10_14,74,OC33_1,73,73,0,10.8,10.8,*,YA55_2,68,68,0,12.5,12.5,*,73,0,30.3,30.3,*,1,10,factorial,10
Tank10_22,74,OC33_1,73,73,0,5.3,5.3,*,YA97_2,72,72,0,10.2,10.2,*,74,0,23.6,23.6,*,1,10,factorial,10
Tank10_30,74,OC33_1,73,73,0,11.1,11.1,*,YA97_2,72,72,1,6.78,6.78,*,74,1,24.8,18.6,*,1,10,factorial,10
Tank10_38,73,OD11_1,71,70,0,10.8,10.8,*,YA97_2,72,71,0,12.9,12.9,*,72,0,31,31,*,1,10,factorial,10
Tank10_46,74,OC33_1,73,73,0,10.4,10.4,*,YA98_2,70,70,0,8.95,8.95,*,73,0,23.3,23.3,*,1,10,factorial,10
Tank10_54,73,OC33_1,73,72,0,9.92,9.92,*,YA97_2,72,71,1,6.03,6.03,*,73,1,20.3,20.3,*,1,10,factorial,10
Tank10_62,72,OA62_1,71,69,0,8.69,8.69,*,YA55_2,68,66,0,8.18,8.18,*,72,1,20.5,20.5,*,1,10,factorial,10
Tank10_70,74,OD11_1,71,71,0,13.6,13.6,*,YA98_2,70,70,0,13.8,13.8,*,73,0,31.4,30.3,*,1,10,factorial,10
Tank10_78,74,OC33_1,73,73,0,8.51,8.51,*,YA97_2,72,72,1,10.2,8.82,*,74,1,23.2,9.39,*,1,10,factorial,10
Tank10_86,74,OA62_1,71,71,1,6.15,6.15,*,YA98_2,70,70,0,12.4,12.4,*,73,1,23.7,23.7,*,1,10,factorial,10
Tank10_7,74,OA62_1,71,71,0,10.1,10.1,*,YA97_2,72,72,1,6.59,6.59,*,73,1,22,21.4,*,1,10,factorial,10
Tank10_15,73,OA62_1,71,70,0,7.98,7.98,*,YA55_2,68,67,0,12.6,12.6,*,73,1,23.7,23.7,*,1,10,factorial,10
Tank10_23,74,OD11_1,71,71,0,10.1,8.7,*,YA97_2,72,72,0,10.2,10.2,*,73,0,27.9,25.6,*,1,10,factorial,10
Tank10_31,74,OA62_1,71,71,1,6.31,6.31,*,YA97_2,72,72,0,15.9,15.9,*,73,1,27.9,23.3,*,1,10,factorial,10
Tank10_39,74,OD11_1,71,71,0,12.6,12.6,*,YA98_2,70,70,1,8.34,8.34,*,73,1,24.3,24.3,*,1,10,factorial,10
Tank10_47,73,OC33_1,73,72,0,8.81,8.81,*,YA97_2,72,71,1,7.62,7.62,*,73,1,21.4,18,*,1,10,factorial,10
Tank10_55,73,OD11_1,71,71,0,10.3,10.3,*,YA97_2,72,71,0,9.36,9.36,*,72,0,26.5,26.5,*,1,10,factorial,10
Tank10_71,74,OD11_1,71,71,0,14,14,*,YA98_2,70,70,0,11.1,11.1,*,73,0,28.8,28.8,*,1,10,factorial,10
Tank10_79,74,OD11_1,71,71,0,9.45,9.45,*,YA97_2,72,72,1,5.15,5.15,*,73,1,21.8,21.8,*,1,10,factorial,10
Tank10_87,72,OC33_1,73,71,0,8.13,8.13,*,YA97_2,72,70,1,2.9,2.9,*,72,1,15.9,15.7,*,1,10,factorial,10
Tank10_8,74,OC33_1,73,73,0,9.81,8.58,*,YA97_2,72,72,1,7.16,7.16,*,74,1,23.2,22.7,*,1,10,factorial,10
Tank10_16,74,OA62_1,71,71,0,7.29,7.29,*,YA98_2,70,70,0,15.3,15.3,*,73,0,27,15.6,*,1,10,factorial,10
Tank10_24,74,OA62_1,71,71,0,9.75,9.75,*,YA97_2,72,72,0,12.6,12.6,*,73,0,27.4,27.4,*,1,10,factorial,10
Tank10_32,74,OC33_1,73,73,0,7.82,7.82,*,YA97_2,72,72,0,15.5,15.5,*,74,0,29.9,26.4,*,1,10,factorial,10
Tank10_40,74,OD11_1,71,71,0,12,12,*,YA55_2,68,68,0,9.05,9.05,*,74,1,21.4,18.1,*,1,10,factorial,10
Tank10_48,73,OC33_1,73,72,0,8.73,8.73,*,YA97_2,72,71,1,4.67,4.67,*,73,1,19.4,19.4,*,1,10,factorial,10
Tank10_56,74,OC33_1,73,73,0,9.38,9.38,*,YA55_2,68,68,0,7.54,7.54,*,73,0,23.2,23.2,*,1,10,factorial,10
Tank10_64,74,OC33_1,73,73,0,8.64,8.64,*,YA55_2,68,68,0,11.1,11.1,*,73,0,26.4,26.4,*,1,10,factorial,10
Tank10_72,74,OA62_1,71,71,1,6.4,6.4,*,YA98_2,70,70,0,11.8,11.8,*,73,1,22.5,22.5,*,1,10,factorial,10
Tank10_80,74,OD11_1,71,71,0,10.6,10.6,*,YA98_2,70,70,0,11.6,11.6,*,73,0,26.5,26.5,*,1,10,factorial,10
Tank10_88,74,OD11_1,71,71,0,6.89,6.89,*,YA55_2,68,68,0,11,11,*,74,1,19.1,19.1,*,1,10,factorial,10
